Timestamp;Temperature (°C);Heat (V);Fan (V)
07.05.2024 11:05;31,9;2,459719598;4,933133463
07.05.2024 11:05;31,9;2,459719598;4,933133463
07.05.2024 11:05;31,9;2,459719598;4,933133463
07.05.2024 11:05;31,99;1,658384278;4,933133463
07.05.2024 11:05;31,99;1,658384278;4,933133463
07.05.2024 11:05;31,99;1,658384278;4,933133463
07.05.2024 11:05;31,99;1,658384278;4,933133463
07.05.2024 11:05;31,99;1,658384278;4,933133463
07.05.2024 11:05;32,06;1,609039147;4,933133463
07.05.2024 11:05;32,06;1,609039147;4,933133463
07.05.2024 11:05;32,06;1,609039147;4,933133463
07.05.2024 11:05;32,06;1,609039147;4,933133463
07.05.2024 11:05;32,06;1,609039147;4,933133463
07.05.2024 11:05;32,12;1,492738549;4,933133463
07.05.2024 11:05;32,12;1,492738549;4,933133463
07.05.2024 11:05;32,12;1,492738549;4,933133463
07.05.2024 11:05;32,12;1,492738549;4,933133463
07.05.2024 11:05;32,16;1,971761248;4,933133463
07.05.2024 11:05;32,16;1,971761248;4,933133463
07.05.2024 11:05;32,16;1,971761248;4,933133463
07.05.2024 11:05;32,16;1,971761248;4,933133463
07.05.2024 11:05;32,16;1,971761248;4,933133463
07.05.2024 11:05;32,16;1,791948816;4,933133463
07.05.2024 11:05;32,16;1,791948816;4,933133463
07.05.2024 11:05;32,16;1,791948816;4,933133463
07.05.2024 11:05;32,16;1,791948816;4,933133463
07.05.2024 11:05;32,17;2,290891261;4,933133463
07.05.2024 11:05;32,17;2,290891261;4,933133463
07.05.2024 11:05;32,17;2,290891261;4,933133463
07.05.2024 11:05;32,17;2,290891261;4,933133463
07.05.2024 11:05;32,17;2,290891261;4,933133463
07.05.2024 11:05;32,16;3,057900233;4,933133463
07.05.2024 11:05;32,16;3,057900233;4,933133463
07.05.2024 11:05;32,16;3,057900233;4,933133463
07.05.2024 11:05;32,16;3,057900233;4,933133463
07.05.2024 11:05;32,16;3,057900233;4,933133463
07.05.2024 11:05;32,14;2,419019078;4,933133463
07.05.2024 11:05;32,14;2,419019078;4,933133463
07.05.2024 11:05;32,14;2,419019078;4,933133463
07.05.2024 11:05;32,14;2,419019078;4,933133463
07.05.2024 11:05;32,11;2,419019078;4,933133463
07.05.2024 11:05;32,11;2,419019078;4,933133463
07.05.2024 11:05;32,11;2,419019078;4,933133463
07.05.2024 11:05;32,11;2,419019078;4,933133463
07.05.2024 11:05;32,11;2,419019078;4,933133463
07.05.2024 11:05;32,07;1,491334297;4,933133463
07.05.2024 11:05;32,07;1,491334297;4,933133463
07.05.2024 11:05;32,07;1,491334297;4,933133463
07.05.2024 11:05;32,07;1,491334297;4,933133463
07.05.2024 11:05;32,02;1,49248436;4,933133463
07.05.2024 11:05;32,02;1,49248436;4,933133463
07.05.2024 11:05;32,02;1,49248436;4,933133463
07.05.2024 11:05;32,02;1,49248436;4,933133463
07.05.2024 11:05;32,02;1,49248436;4,933133463
07.05.2024 11:05;31,97;0,763586891;4,933133463
07.05.2024 11:05;31,97;0,763586891;4,933133463
07.05.2024 11:05;31,97;0,763586891;4,933133463
07.05.2024 11:05;31,97;0,763586891;4,933133463
07.05.2024 11:05;31,97;0,763586891;4,933133463
07.05.2024 11:05;31,89;1,641672883;4,933133463
07.05.2024 11:05;31,89;1,641672883;4,933133463
07.05.2024 11:05;31,89;1,641672883;4,933133463
07.05.2024 11:05;31,89;1,641672883;4,933133463
07.05.2024 11:05;31,84;0,872060857;4,933133463
07.05.2024 11:05;31,84;0,872060857;4,933133463
07.05.2024 11:05;31,84;0,872060857;4,933133463
07.05.2024 11:05;31,84;0,872060857;4,933133463
07.05.2024 11:05;31,84;0,872060857;4,933133463
07.05.2024 11:05;31,79;0,236085984;4,933133463
07.05.2024 11:05;31,79;0,236085984;4,933133463
07.05.2024 11:05;31,79;0,236085984;4,933133463
07.05.2024 11:05;31,79;0,236085984;4,933133463
07.05.2024 11:05;31,72;1,049050559;4,933133463
07.05.2024 11:05;31,72;1,049050559;4,933133463
07.05.2024 11:05;31,72;1,049050559;4,933133463
07.05.2024 11:05;31,72;1,049050559;4,933133463
07.05.2024 11:05;31,72;1,049050559;4,933133463
07.05.2024 11:05;31,69;0,310697968;4,933133463
07.05.2024 11:05;31,69;0,310697968;4,933133463
07.05.2024 11:05;31,69;0,310697968;4,933133463
07.05.2024 11:05;31,69;0,310697968;4,933133463
07.05.2024 11:05;31,62;0;4,933133463
07.05.2024 11:05;31,62;0;4,933133463
07.05.2024 11:05;31,62;0;4,933133463
07.05.2024 11:05;31,62;0;4,933133463
07.05.2024 11:05;31,62;0;4,933133463
07.05.2024 11:05;31,58;0,244756681;4,933133463
