Timestamp;Temperature (°C);Heat (V);Fan (V)
2024-05-15 10:51:17.23;27,95;1,64152596284435;4,93313346265898
2024-05-15 10:51:17.34;27,95;1,43994937890851;4,93313346265898
2024-05-15 10:51:17.45;27,95;1,43966164330624;4,93313346265898
2024-05-15 10:51:17.56;27,95;1,43937390770397;4,93313346265898
2024-05-15 10:51:17.67;27,97;1,4390861721017;4,93313346265898
2024-05-15 10:51:17.78;27,97;1,43879843649943;4,93313346265898
2024-05-15 10:51:17.89;27,97;1,64199462936524;4,93313346265898
2024-05-15 10:51:17.99;27,95;1,64390197389747;4,93313346265898
2024-05-15 10:51:18.10;27,95;1,6458093184297;4,93313346265898
2024-05-15 10:51:18.21;27,97;1,44423273449385;4,93313346265898
2024-05-15 10:51:18.32;27,97;1,64742892735966;4,93313346265898
2024-05-15 10:51:18.43;27,95;1,64933627189189;4,93313346265898
2024-05-15 10:51:18.54;27,95;1,44775968795605;4,93313346265898
2024-05-15 10:51:18.65;27,95;1,44747195235378;4,93313346265898
2024-05-15 10:51:18.76;27,94;1,65066814521958;4,93313346265898
2024-05-15 10:51:18.87;27,94;1,44909156128374;4,93313346265898
2024-05-15 10:51:18.98;27,94;1,65228775414955;4,93313346265898
2024-05-15 10:51:19.09;27,95;1,4507111702137;4,93313346265898
2024-05-15 10:51:19.20;27,95;1,65390736307951;4,93313346265898
2024-05-15 10:51:19.30;27,94;1,65581470761174;4,93313346265898
2024-05-15 10:51:19.41;27,94;1,65772205214397;4,94332615732538
2024-05-15 10:51:19.52;27,93;1,86311332514441;4,93313346265898
2024-05-15 10:51:19.63;27,91;1,66373182134293;4,93313346265898
2024-05-15 10:51:19.74;27,91;1,46215523740709;4,93313346265898
2024-05-15 10:51:19.85;27,9;1,8688353587411;4,93313346265898
2024-05-15 10:51:19.96;27,89;1,66945385493962;4,93313346265898
2024-05-15 10:51:20.07;27,9;1,46787727100378;4,93313346265898
2024-05-15 10:51:20.18;27,9;1,46758953540151;4,93313346265898
2024-05-15 10:51:20.30;27,91;1,46730179979924;4,93313346265898
2024-05-15 10:51:20.41;27,93;1,46701406419697;4,93313346265898
2024-05-15 10:51:20.52;27,94;1,4667263285947;4,93313346265898
2024-05-15 10:51:20.63;27,97;1,46643859299243;4,93313346265898
2024-05-15 10:51:20.74;27,98;1,46615085739017;4,93313346265898
2024-05-15 10:51:20.85;27,97;1,66934705025597;4,93313346265898
2024-05-15 10:51:20.96;27,99;1,46777046632013;4,93313346265898
2024-05-15 10:51:21.07;28;1,46748273071786;4,93313346265898
2024-05-15 10:51:21.17;27,99;1,67067892358366;4,93313346265898
2024-05-15 10:51:21.29;27,99;1,46910233964782;4,93313346265898
2024-05-15 10:51:21.39;27,99;1,46881460404555;4,93313346265898
2024-05-15 10:51:21.50;27,99;1,46852686844328;4,93313346265898
2024-05-15 10:51:21.61;27,99;1,46823913284101;4,93313346265898
2024-05-15 10:51:21.72;27,98;1,67143532570682;4,93313346265898
2024-05-15 10:51:21.83;27,98;1,46985874177098;4,93313346265898
2024-05-15 10:51:21.94;27,99;1,46957100616871;4,93313346265898
2024-05-15 10:51:22.05;27,99;1,46928327056644;4,93313346265898
2024-05-15 10:51:22.16;27,99;1,46899553496417;4,93313346265898
2024-05-15 10:51:22.27;28;1,4687077993619;4,93313346265898
2024-05-15 10:51:22.38;28;1,46842006375963;4,94332615732538
2024-05-15 10:51:22.49;28;1,46813232815736;4,93313346265898
2024-05-15 10:51:22.60;28;1,4678445925551;4,93313346265898
2024-05-15 10:51:22.71;28;1,46755685695283;4,93313346265898
2024-05-15 10:51:22.82;28,02;1,46726912135056;4,93313346265898
2024-05-15 10:51:22.92;28,02;1,46698138574829;4,93313346265898
2024-05-15 10:51:23.03;28,02;1,46669365014602;4,93313346265898
2024-05-15 10:51:23.14;28,02;1,46640591454375;4,93313346265898
2024-05-15 10:51:23.25;28,02;1,46611817894148;4,93313346265898
2024-05-15 10:51:23.36;28,03;1,26234651487099;4,93313346265898
2024-05-15 10:51:23.47;28,03;1,46334762760244;4,93313346265898
2024-05-15 10:51:23.58;28,03;1,46305989200018;4,93313346265898
2024-05-15 10:51:23.69;28,03;1,46277215639791;4,93313346265898
2024-05-15 10:51:23.80;28,03;1,46248442079564;4,93313346265898
2024-05-15 10:51:23.91;28,03;1,46219668519337;4,93313346265898
2024-05-15 10:51:24.02;28,02;1,66539287805918;4,93313346265898
