Timestamp;Temperature (°C);Heat (V);Fan (V)
2024-05-21 17:18:34;28;1,56104689203926;5
2024-05-21 17:18:35;28;1,56104689203926;5
2024-05-21 17:18:36;28;1,56104689203926;5
2024-05-21 17:18:36;28;1,56104689203926;5
2024-05-21 17:18:37;28;1,56104689203926;5
2024-05-21 17:18:37;28;1,56104689203926;5
2024-05-21 17:18:38;28;1,56104689203926;5
2024-05-21 17:18:38;28;1,56104689203926;5
2024-05-21 17:18:39;28;1,56104689203926;5
2024-05-21 17:18:39;28;1,56104689203926;5
2024-05-21 17:18:40;28;1,56104689203926;5
2024-05-21 17:18:40;28;1,56104689203926;5
2024-05-21 17:18:41;28;1,56104689203926;5
2024-05-21 17:18:41;28;1,56104689203926;5
2024-05-21 17:18:42;28;1,56104689203926;5
2024-05-21 17:18:42;28;1,56104689203926;5
2024-05-21 17:18:43;28;1,56104689203926;5
2024-05-21 17:18:43;28;1,56104689203926;5
2024-05-21 17:18:44;28;1,56104689203926;5
2024-05-21 17:18:44;28;1,56104689203926;5
2024-05-21 17:18:45;28;1,56104689203926;5
2024-05-21 17:18:46;28;1,56104689203926;5
2024-05-21 17:18:46;28;1,56104689203926;5
2024-05-21 17:18:47;28;1,56104689203926;5
2024-05-21 17:18:47;28;1,56104689203926;5
2024-05-21 17:18:48;28;1,56104689203926;5
2024-05-21 17:18:48;28;1,56104689203926;5
2024-05-21 17:18:49;28;1,56104689203926;5
2024-05-21 17:18:49;28;1,56104689203926;5
2024-05-21 17:18:50;28;1,56104689203926;5
2024-05-21 17:18:50;28;1,56104689203926;5
2024-05-21 17:18:51;28;1,56104689203926;5
2024-05-21 17:18:51;28;1,56104689203926;5
2024-05-21 17:18:52;28;1,56104689203926;5
2024-05-21 17:18:52;28;1,56104689203926;5
2024-05-21 17:18:53;28;1,56104689203926;5
2024-05-21 17:18:53;28;1,56104689203926;5
2024-05-21 17:18:54;28;1,56104689203926;5
2024-05-21 17:18:54;28;1,56104689203926;5
2024-05-21 17:18:55;28;1,56104689203926;5
2024-05-21 17:18:55;28;1,56104689203926;5
2024-05-21 17:18:56;28;1,56104689203926;5
2024-05-21 17:18:56;28;1,56104689203926;5
2024-05-21 17:18:57;28;1,56104689203926;5
2024-05-21 17:18:57;28;1,56104689203926;5
2024-05-21 17:18:58;28;1,56104689203926;5
2024-05-21 17:18:58;28;1,56104689203926;5
2024-05-21 17:18:59;28;1,56104689203926;5
2024-05-21 17:19:00;28;1,56104689203926;5
2024-05-21 17:19:00;28;1,56104689203926;5
2024-05-21 17:19:01;28;1,56104689203926;5
2024-05-21 17:19:01;28;1,56104689203926;5
2024-05-21 17:19:02;28;1,56104689203926;5
2024-05-21 17:19:02;28;1,56104689203926;5
2024-05-21 17:19:03;28;1,56104689203926;5
2024-05-21 17:19:03;28;1,56104689203926;5
2024-05-21 17:19:04;28;1,56104689203926;5
2024-05-21 17:19:04;28;1,56104689203926;5
2024-05-21 17:19:05;28;1,56104689203926;5
2024-05-21 17:19:06;28;1,56104689203926;5
2024-05-21 17:19:06;28;1,56104689203926;5
2024-05-21 17:19:07;28;1,56104689203926;5
2024-05-21 17:19:07;28;1,56104689203926;5
2024-05-21 17:19:08;28;1,56104689203926;5
2024-05-21 17:19:08;28;1,56104689203926;5
2024-05-21 17:19:09;28;1,56104689203926;5
2024-05-21 17:19:09;28;1,56104689203926;5
2024-05-21 17:19:10;28;1,56104689203926;5
2024-05-21 17:19:10;28;1,56104689203926;5
2024-05-21 17:19:11;28;1,56104689203926;5
2024-05-21 17:19:11;28;1,56104689203926;5
2024-05-21 17:19:12;28;1,56104689203926;5
2024-05-21 17:19:12;28;1,56104689203926;5
2024-05-21 17:19:13;28;1,56104689203926;5
2024-05-21 17:19:13;28;1,56104689203926;5
2024-05-21 17:19:14;28;1,56104689203926;5
2024-05-21 17:19:15;28;1,56104689203926;5
2024-05-21 17:19:15;28;1,56104689203926;5
2024-05-21 17:19:16;28;1,56104689203926;5
2024-05-21 17:19:16;28;1,56104689203926;5
2024-05-21 17:19:17;28;1,56104689203926;5
2024-05-21 17:19:17;28;1,56104689203926;5
2024-05-21 17:19:18;28;1,56104689203926;5
2024-05-21 17:19:18;28;1,56104689203926;5
2024-05-21 17:19:19;28;1,56104689203926;5
2024-05-21 17:19:19;28;1,56104689203926;5
2024-05-21 17:19:20;28;1,56104689203926;5
2024-05-21 17:19:20;28;1,56104689203926;5
2024-05-21 17:19:21;28;1,56104689203926;5
2024-05-21 17:19:21;28;1,56104689203926;5
2024-05-21 17:19:22;28;1,56104689203926;5
2024-05-21 17:19:22;28;1,56104689203926;5
2024-05-21 17:19:23;28;1,56104689203926;5
2024-05-21 17:19:23;28;1,56104689203926;5
2024-05-21 17:19:24;28;1,56104689203926;5
2024-05-21 17:19:24;28;1,56104689203926;5
2024-05-21 17:19:25;28;1,56104689203926;5
2024-05-21 17:19:25;28;1,56104689203926;5
2024-05-21 17:19:26;28;1,56104689203926;5
2024-05-21 17:19:26;28;1,56104689203926;5
2024-05-21 17:19:27;28;1,56104689203926;5
2024-05-21 17:19:27;28;1,56104689203926;5
2024-05-21 17:19:28;28;1,56104689203926;5
2024-05-21 17:19:28;28;1,56104689203926;5
2024-05-21 17:19:29;28;1,56104689203926;5
2024-05-21 17:19:29;28;1,56104689203926;5
2024-05-21 17:19:30;28;1,56104689203926;5
2024-05-21 17:19:31;28;1,56104689203926;5
2024-05-21 17:19:31;28;1,56104689203926;5
2024-05-21 17:19:32;28;1,56104689203926;5
2024-05-21 17:19:32;28;1,56104689203926;5
2024-05-21 17:19:33;28;1,56104689203926;5
2024-05-21 17:19:33;28;1,56104689203926;5
2024-05-21 17:19:34;28;1,56104689203926;5
2024-05-21 17:19:34;28;1,56104689203926;5
2024-05-21 17:19:35;28;1,56104689203926;5
2024-05-21 17:19:35;28;1,56104689203926;5
2024-05-21 17:19:36;28;1,56104689203926;5
2024-05-21 17:19:36;28;1,56104689203926;5
2024-05-21 17:19:37;28;1,56104689203926;5
2024-05-21 17:19:37;28;1,56104689203926;5
2024-05-21 17:19:38;28;1,56104689203926;5
2024-05-21 17:19:38;28;1,56104689203926;5
2024-05-21 17:19:39;28;1,56104689203926;5
2024-05-21 17:19:39;28;1,56104689203926;5
2024-05-21 17:19:40;28;1,56104689203926;5
2024-05-21 17:19:40;28;1,56104689203926;5
2024-05-21 17:19:41;28;1,56104689203926;5
2024-05-21 17:19:41;28;1,56104689203926;5
2024-05-21 17:19:42;28;1,56104689203926;5
2024-05-21 17:19:42;28;1,56104689203926;5
2024-05-21 17:19:43;28;1,56104689203926;5
2024-05-21 17:19:43;28;1,56104689203926;5
2024-05-21 17:19:44;28;1,56104689203926;5
2024-05-21 17:19:44;28;1,56104689203926;5
2024-05-21 17:19:45;28;1,56104689203926;5
2024-05-21 17:19:46;28;1,56104689203926;5
2024-05-21 17:19:46;28;1,56104689203926;5
2024-05-21 17:19:47;28;1,56104689203926;5
2024-05-21 17:19:47;28;1,56104689203926;5
2024-05-21 17:19:48;28;1,56104689203926;5
2024-05-21 17:19:48;28;1,56104689203926;5
2024-05-21 17:19:49;28;1,56104689203926;5
2024-05-21 17:19:49;28;1,56104689203926;5
2024-05-21 17:19:50;28;1,56104689203926;5
2024-05-21 17:19:50;28;1,56104689203926;5
2024-05-21 17:19:51;28;1,56104689203926;5
2024-05-21 17:19:51;28;1,56104689203926;5
2024-05-21 17:19:52;28;1,56104689203926;5
2024-05-21 17:19:52;28;1,56104689203926;5
2024-05-21 17:19:53;28;1,56104689203926;5
2024-05-21 17:19:53;28;1,56104689203926;5
2024-05-21 17:19:54;28;1,56104689203926;5
2024-05-21 17:19:54;28;1,56104689203926;5
2024-05-21 17:19:55;28;1,56104689203926;5
2024-05-21 17:19:55;28;1,56104689203926;5
2024-05-21 17:19:56;28;1,56104689203926;5
2024-05-21 17:19:56;28;1,56104689203926;5
2024-05-21 17:19:57;28;1,56104689203926;5
2024-05-21 17:19:57;28;1,56104689203926;5
2024-05-21 17:19:58;28;1,56104689203926;5
2024-05-21 17:19:58;28;1,56104689203926;5
2024-05-21 17:19:59;28;1,56104689203926;5
